Name,City,Address,Lat,Lng,Code,Unknown 1,Unknown (City) 2,Timing (Mon-to-Sat),Timing (Friday),Status,Break,Unknown 3,Unknown 4,Unknown 5
Rana Communication,Abdul Hakim,Near UBL Bank Multan Road Abdul Hakim,30.55147,72.12486,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,268,
Ali Communication,D.G. Khan,Fareedi Bazar Near General Bus Stand DG Khan,30.055,70.6417,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,269,
Buzdar Communication,Muzaffer Garh,Multan Road Chowk Qureshi Tehsil and District Muzaffargarh,30.075079,70.9634708,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,271,
Tahir Communication,Taunsa Sharif,Near Bop Vohova Road Taunsa,30.70989,70.65171,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,277,
Dg Communication,D.G. Khan,Block 5 College Road DG Khan,30.05293,70.636611,UFRMGR0003,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,280,
Al-Hamdullah Telecommunication,Jampur,Opposite Shell Petrol Pump Dera Road Jampur,29.64662,70.59324,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,281,
Rasheed Telecom,Lodhran,Multan Road?Opposite Bank Of Punjab Lodhran,29.53721,71.630779,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,284,
Ahmed Communication,Kot Chutta,Opposite Childeren Clinic Jampur Road Kot Chutta,29.888161,70.652649,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,285,
Fazil Pur Communication,Fazil Pur,Ali UL Murtaza Road Near Ufone Tower Fazil Pur,29.2935,70.4552,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,286,
U Communicator,Bahawalpur,Shop 2 Faiz Plaza Circular Road Bahawalpur,29.395244,71.683221,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,287,
Langowal Communication,Bahawalpur,Opposite City Centre DC Office Chowk Bahawalpur,29.39303,71.68983,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,288,
SUT Bismillah,Rajanpur,Near State Life Insurance Dara Machi Wala Rajanpur,29.09983,70.32386,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,289,
ZS Telecom,Khanpur,Ufone Franchise Opposite Mobilink Franchise City Centre Khanpur,28.65293,70.657235,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,290,
Essa Telecom,Sadiq Abad,Allama Iqbal Town Opposite Tma Sadiq Abad,28.300394,70.135034,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,291,
Subhan Telecom,Rajanpur,Chowk Allah Bad Near Faisal Bank Rajanpur,29.105214,70.3364992,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,292,
Millat Comm,Gilgit,Ufone Franchise near Rupal Inn hotel Main Shahrah e Quaid Azam Road Gilgit,35.91023,74.33756,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,295,
Chitral Communication,Chitral,DCO Office Road Chitral,35.852355,71.785696,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,297,
Northern Enterprises,Skardu,Alamdar Chowk Skardu,35.289939,75.641888,UFRRJN0003,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,298,
