Name,City,Address,Lat,Lng
Dhoom mob shop,Larkana,RESHAM GALI LARKANA,,
CITY COmm.,Larkana,Sabzi Mandi Larkana,,
Subhan Allah pco,Larkana,ATTA TURK TOWER LARKANA,,
murk mobile communication,Larkana,Asghar Plaza Larkana,,
M KASHIF MOBILE,Larkana,MAIN ROAD GAJAN PUR CHOWK LARKANA,,
Soomro K/S,Larkana,Old Bakra Mandi Larkana,,
Sagar Mobile Communication,Larkana,"NA, Murad Warn Larkana, Larkana, NA Larkana, Larkana",,
Chachar Mobile,Nawabshah,"NA, Sakrand Road Nawabshah, Nawabshah, NA Larkana, Nawab Shah",,
Azad Mobile Communication,Larkana,Goli Mar Street Allah Abad Larkana,,
Zain Mobile Communication,Larkana,"Air Port Road Allah Abad Larkana, Sukkur, N/A Sukkur, Sukkur",,
Heera Atous & Mini Load,Larkana,"Station Road Larkana, Sukkur, N/A Sukkur, Sukkur",,
Mukesh Mobile Communication,Badah,"Police station old bahah dist: larkana, Sukkur, N/A Sukkur, Sukkur",,
Shahjahan communication,Larkana,Main bazar bangaldero disst larkana,,
Taiba Mobile Communication,Larkana,Surya Padhar Larkana,,
Abbasi Pco,Peer Bux Kalhoro,"Main nashtar road near brohi phatak larkana, Sukkur, N/A Sukkur, Sukkur",,
Sindh National Mobile Communication,Larkana,Opp Petoral Pum Lahori Mohalla Larkana,,
MAHESAR MOBILE SHOP,Larkana,MERO KHAN CHOWK LARKANA,,
Shakil MC,Larkana,Baqrani Larkana,,
Vikcy MC,Larkana,Lahori Mohallah larkana,,
Tooba Communication,Larkana,Mian Road Lashari Larkana,,
Jholy Lal M/C,Larkana,"Police Shopping Centre Larkana, Sukkur, N/A Sukkur, Sukkur",,
Rehan Easy Load,Dadu,"Shop 1,Near Alnoor Clinic Collage Road.Dadu, Dadu, - Dadu, Larkana",,
Taj Mobile,Dadu,"Shop 1 Main Chowck.Dadu, Dadu, - Dadu, Larkana",,
Gujjar bakery,Kambar Ali Khan,"Near Pathan Masjid Kambar Ali Khan, Larkana, - Larkana, Larkana",,
Sajjad Medical Store,Larkana,"NA, Lahori Mohalla Larkana, Larkana, NA Larkana, Larkana",,
Imtiaz G store,Larkana,schal colony larkana,,
Mobeen General Store,Larkana,Cmc Hospital Larkana,,
Almadina p.c.o,Larkana,Murad Wahan Road Larkana,,
Razzaq Medical Store,Larkana,Waleed Mohalla Near Marvi School Larkana,,
SUBHAN TRADERS,Chiniot,HUJRA ROAD LALIYAN DISTRICT CHINIOT,,
JAPPA MOBILE,Chiniot,JHANG ROAD BHOWANA CHINIOT,,
RAFIQUE SONS,Chiniot,AQSA CHOWK CHENABNAGAR LALIYAN CHINIOT,,
BISMILLAH PAN SHOP,Chiniot,DSO OFFICE SUI GAS ROAD MOHALLAH QASIM TOWN CHINIOT,,
Al Qamar Mobile,Jhang,Sufi Mor Chiniot Road Jhang,,
Ahmad Mobile,Faisalabad,Ahmed Mobile Chiniot Bazar,,
Kalro Mobile,Chiniot,"NA, Ketchery Road., Chiniot, NA Chiniot, Jhang",,
Al Shaikh Mobiles,Chiniot,City thana road chiniot,,
City mobile,Chiniot,City thana road chiniot,,
ARZOO MOBILE,Chiniot,Mohallah Lahori Gate near G.P.O Chiniot,,
Kashif Pan SHop,Chiniot,Sargodha road chiniot,,
AL MAKHA OIL SHOP,Chiniot,MAIN SARGODHA ROAD CHINIOT,,
AHMAD MOBILE,Faisalabad,MAIN BAZAR CHINIOTI GATE JHUMRA,,
MALIK MOBILE SHOP,Chiniot,THATHI BALA RAJA LALIYAN DISTRICT CHINIOT,,
Gogi Mobiles,Jhang,"1, Purana Chiniot Road Near Rasheed Chowk Jhang, Jhang, NA Jhang, Jhang",,
UNIVERSAL MOBILE SHOP,Lalian,KALOWAL POST OFFICE KHAS TEHSIL LALIYAN DISTRICT CHINIOT,,
FRIEND MOBILE,Chiniot,AQSA CHOWK CHENABNAGAR LALIYAN CHINIOT,,
azhar mobile,Jhang,old chiniot road crishan colony jhang,,
Mani Mobile,Chiniot,Mohla Ahmad pura salaoad chiniotra r,,
Makkhi madni mobile,Chiniot,Tehseel chowk jhang road chiniot,,
OK PCO,Chiniot,"na, BINAT ROAD, Chiniot, na Chiniot, Sahiwal",,
MASHALLAH GENERAL STORE,Faisalabad,CHAK #198 DHOOLWALA BHAWANA CHINIOT,,
Mashallah Mobiles,Chiniot,"NA, Thathian Faisalabad Road, Chiniot, NA Chiniot, Jhang",,
SAAD MOBILE SHOP,Chiniot,MINHAJ CHOWK LALIYAN DISTRICT CHINIOT,,
ZAIN MOBILE,Chiniot,ADDA CHENABNAGAR CHINIOT,,
Sabari Mobile,Sillanwali,"NA, Bangla Chowk, Chiniot, NA Chiniot, Faisalabad",,
HAFIZ SUPER STORE,Chiniot,BALI CHOWK MAIN BAZAR LALIYAN DISTRICT CHINIOT,,
KHALID TOOR PCO,Chiniot,DR SARFRAZ PLAZA NEAR UBL BANK CHINIOT,,
Akram kirana store,Chiniot,Mohla Ghufrabad street no 3 jhunda chook chiniot,,
Anmol Pco 23232,Chiniot,"Anmol Pco, Mohallah Insarian, Eid Gah Road, Chiniot., Jhang, NA Jhang, Jhang",,
ZAM ZAM MOBILE,Chiniot,SARGODHA ROAD NEAR QAIM FEELING STATION CHINIOT,,
Zeeshan PCO,Jhang,"1, Purana Chiniot Road Near Bismillah town Jhang, Jhang, NA Jhang, Jhang",,
Qaiser Mobile & Costmatic,Jhang,Purana Chiniot Road Near Railway Phattak Jhang City,,
Bilal Karyana Store 232,Chiniot,"Bilal Kary, Baraf Karkhana Road, Chiniot., Jhang, NA Jhang, Jhang",,
ABDUL REHMAN KARYANA STORE,Chiniot,"NA, MANDAR ROAD, Chiniot, NA Chiniot, Sahiwal",,
ARSHAD KARYANA STORE,Chiniot,"NA, LAHORI GATE, Chiniot, NA Chiniot, Jhang",,
QADEER MEDICAL STORE,Chiniot,MOHALLAH TOHIDABAD UMAR ROAD CHINIOT,,
Talha Mobile,Jhang,"Talha Mobi, Basti DiwanWali Purana Chiniot road, Jhang, Near Norani Masjid Jhang, Jhang",,
KAMRAN MEDICAL STORE,Chiniot,MOHALLAH RAJE WALI CHINIOT,,
Ahmed General Store,Chiniot,"na, Sui Gas Road Dil Khushab, Chiniot, na Chiniot, Sahiwal",,
Noor Ul Hassan Cold Corner,Chiniot,"NA, Faisalabad Road Jhumra Chowk, Chiniot, NA Chiniot, Sahiwal",,
GOLDEN MOBILE,Chiniot,"NA, SARAFA BAZAR, Chiniot, NA Chiniot, Jhang",,
Chaudhry General Store,Chiniot,"NA, Adda Jamia Abad Bhawana, Chiniot, NA Chiniot, Faisalabad",,
Akash Mobile,Chiniot,"na, Jhumra Road Near Yaseen Kahloon Chowk, Chiniot, na Chiniot, Sahiwal",,
National Books,Chiniot,Ghara chowk chiniot,,
UMAR MOBILE SHOP,Chiniot,TEHSIL CHOWK CHINIOT,,
NAQEBI PHOTO STATE,Chiniot,NAQEBI CHOWK NEAR WATER SUPPLY MOHALLAH MASKEEN PURA CHINIOT,,
BHUTTA CENTER,Chiniot,THANA CITY ROAD MOHALLAH RASTA CHINIOT,,
Ghogi K/S,Chiniot,Muhallah usman abad chiniot,,
Digital Mobile,Muridke,MAIN BAZAR HADO KE NOORANI CHOWK MURIDKE SHEIKHUPURA,,
S.M Mobile center,Sheikhupura,Nawa Kot Sheikhupura,,
IQBAL MOBILE,Sheikhupura,VILLAGE KALIYA DISTRICT CITY SHEIKHUPURA,,
Rana PCO,Sheikhupura,Bhikhi Road Sheikhupura,,
Sadar Rafique Karyana Store,Sheikhupura,Bhadro Sheikhupura,,
Rana Mobile Center,Sheikhupura,Bhikhi Sheikhupura,,
USMAN MOBILE,Sheikhupura,"GAO VARN, POST OFFICE KHAS, DISTT SHEIKHUPURA",,
Mahriya mobile,Sheikhupura,near khalil hotel kadlathi more Lahore Sheikhupura,,
Khalil mobile center,Sheikhupura,Muhallaha islam pura sheikhupura,,
HAFIZ MOBILE CENTER,Sheikhupura,SHARAQPUR ROAD SHEIKHUPURA,,
Haram Mobile center,Sheikhupura,Warah Imam Din Sheikhupura,,
IQRA MOBILE,Sangla Hill,"NA, IQRA MOBILE ADDA 61 CHAK SHEIKHUPURA ROAD SHAHKOT Nankana Sahib, Sheikhupura, NA Nankana Sahib, Lahore G.P.O.",,
MEHANDI CUSTOMER SERVICE,Sheikhupura,MUHALLAH SHAH COLONEY SHEIKHUPURA,,
Ali Mobile Center,Sheikhupura,Adda Ferooz Watwan Sheikhupura,,
Faisal mobile,Sheikhupura,Farooqabad Sheikhupura,,
Madni Mobile Center,Sheikhupura,Manawala Sheikhupura,,
Haiper mobile,Sheikhupura,Farooqabad Sheikhupura,,
BUTT PCO,Sheikhupura,BARA ADDA MAIN BAZAR JANDYALA SHER KHAN SHEIKHUPURA,,
KAMBOH CUSTOMER CENTER,Sheikhupura,"ADDA CHAK SHAH PUR, JANDIALA ROAD SHEIKHUPURA",,
Al Sheikh Mobiles,Sheikhupura,nawa Kot sheikhupura,,
Jawad Telecome,Sheikhupura,Ferooz Watwan Sheikhupura,,
Al Noor Mobiles,Sheikhupura,Lari Adda Manawala sheikhupura,,
Rana Rehan Mobile,Sheikhupura,Sharak Pur Chowk Sheikhupura,,
Umar mobile,Sheikhupura,Bhadru Minara Sheikhupura,,
Friends Mobile Center,Sheikhupura,Manawala Sheikhupura,,
Abu Al Faiz Mobiles,Sheikhupura,sarkari Khord farooqabad sheikhupura,,
Jawad mobile,Sheikhupura,Ghang road shmasli street no 11 Sheikhupura,,
Al Hafeez Mobile,Safdarabad,Chuk no 78 RB Nawa Pind Safdara abad Sheikhupura,,
Nadeem Mobile,Lahore,NANO DOGAR PO KHAS MANGA MANDI district sheikhupura,,
ALI HANAN MOBILE,Muridke,SAKHAM SHEIKHUPURA ROAD MURIDKE,,
Masha Allah Mobile,Sheikhupura,Chungi no3 Farooq Abad Sheikhupura,,
NAJMI MOBILE CENTER,Sheikhupura,NEW BAZAR SHEIKHUPURA,,
Satara Mobile,Sheikhupura,Faisal Town Sheikhupura,,
MALIK MOBILE,Faisalabad,NASHATABAD SHEIKHUPURA ROAD FAISALABAD,,
Zia Mobile,Faisalabad,Jameelabad chowk Sheikhupura road faisalabad,,
BILAL MOBILE CENTER,Sheikhupura,SUPER MARKET HOUSING COLONY SHEIKHUPURA,,
Galaxy Mobile Center,Sheikhupura,Ferooz Watwan Sheikhupura,,
Zaheer Mobile,Sheikhupura,Safdarabad Sheikhupura,,
HASSAN MOBILE,Sheikhupura,JINAH PARK NEAR ALFAROOQ MEDICAL STORE SHEIKHUPURA,,
NEW ALMADINA MOBILE,Faisalabad,"na, CHOWK JAMILABAD,SHEIKHUPURA ROAD PO NISHATABAD, Faisalabad, na Faisalabad, Faisalabad",,
HEERA MOBILE,Sheikhupura,MAIN AISHA STOP MANSOOR ABAD SHEIKHUPURA,,
SHER E RABBANI MOBILE,Sheikhupura,NEW 22 PASS MOHALLAH SHESH MEHAL DISTRICT CITY SHEIKHUPURA,,
Jawad Mobile,Adda Ferozwattwan,"Sheikhupura Faisalabad Road Adda Ferozwattwan Diss, Sheikhupura, - Sheikhupura, Lahore G.P.O.",,
SHAFIQ SWEETS,Sheikhupura,MANSOOR ABAD ROAD SHEIKHUPURA,,
Rizwan Mobile,Sheikhupura,Super Market Housing Colony Sheikhupura,,
Ali Waris Communication,Jangharah,"Main Road Jhangara, Abbottabad, N/A Abbottabad, Abbottabad",,
Mehboob PCO,Daharki,near old jhangir pump g.t road daharki,,
Brahma Mobile,Taxila,"Near Brahma Stop,Motorway Interchange,Jhang Bahtar Road,",,
Al Makkah Mobile,Gojra,"NA, Al Makkah Mobile, Adda Pull Jhang Road Gojra Toba Tek Singh, Toba Tek Singh, NA Toba Tek Singh, Toba Tek Singh",,
Sahib Jee Mobile,Jhang,"NA, Mandi Shah Jewana, Jhang, NA Jhang, Jhang",,
Ali Haider Photo State & Bill Collection,Jhang,Adda Kot Shakir Jhang,,
QB PCO,Kamalia,"HAJI CHOWK TEHSIL KAMALIA DISTRICT TOBA TEK SINGH, Kamalia, N/A Jhang, Jhang",,
NAWAZ P C O,Gojra,"CHOWK ANAR KALI, Jhang, N/A Jhang, Jhang",,
Rehman Mobile,Jhang,Rail bazar jhang city,,
REHAMANI PCO,Samundri,"ADA MUREED WALA TEHSIL SAMUNDRI DISST FSD, Kamalia, N/A Jhang, Jhang",,
Riaz General Store,Jhang,"Kocha Ward # 08 Mohallah Qazian Wala Jhang, Jhang, N/A Jhang, Jhang",,
BM mobile,Jhang,shaheed road jhang,,
Toheed Mobile,Adda Dwakhry,"Adda Dwakhry, Jhang, N/A Jhang, Jhang",,
ARSHMAN MOBILE,Adda Painsra,CHAK # 66-J-B; DHANDRA;JHANG ROAD;FSD,,
PC WORLD,Faisalabad,CHENAB CHOK; JHANG ROAD FSD.,,
#N/A,Pirmahal,"Ghousia abad Near High School#2 Pirmahal, Pirmahal, N/A Jhang, Jhang",,
Mukaram Saeed General Store,Shor Kot,"NA, Main Bazar Shorkot Cantt Tehsil Shorkot District Jhang, Jhang, NA Jhang, Jhang",,
ZAHEER KARYANA STORE,Kamalia,"HOUSE NO1144 D MOHALLAH MOHIB ALI SHAH, Kamalia, N/A Jhang, Jhang",,
Prince Mobile,Jhang,Faisal Abad Road Near Ayoub Chowk Jhang,,
zavyar Mobile,Jhang,Jhang bazar near madina madarsa jhang,,
Usman Mobiles,Jhang,Khakki Shah Road Jhang Saddar,,
Abid PCO,Jhang,Dall more jhang,,
Goga PCO,Jhang,"Basheer Chowk , New City Jhang, Jhang, N/A Jhang, Jhang",,
marina book dipu,Jhang,moh sultan wala jhang,,
Ideal Mobiles,Ahmed Pur Sial,Adda Rodu Sultan ; Layyia Road Jhang,,
#N/A,Kamalia,"Abdul Hakeem Road Sindhilianwali, Pirmahal, N/A Jhang, Jhang",,
#N/A,Kamalia,"Main Chowk Sindhilianwali, Pirmahal, N/A Jhang, Jhang",,
#N/A,Kamalia,"Chak#689/31 GB, Pirmahal, N/A Jhang, Jhang",,
Rizwan Ali Mobile,Jhang,Ayub Chowk Near Vickey Hotel Jhang,,
AMANAT MOBILE,Jhang,GOVT HAI SCHOOL JHANG CITY,,
Al Hamd Computers,Jhang,Faisal Abad Road Jhang,,
Al Jelani Communication,Jangharah,Main Road Jhangara,,
AWAMI MOBILES,Islamabad,"DHOK HAMEEDAN FATEH JHANG ROAD TARNOL ISB, DHOK HAMEEDAN FATEH JHANG ROAD TARNOL ISB, Islamabad, NA Islamabad, Islamabad G.P.",,
#N/A,Hassan Abdal,"NA, Jhang PO Khas Fatehjang Attock, Attock, NA Attock, Attock",,
Attari Mobile,Kabirwala,Makhdum Pur Chungi Jhang Road Kabirwala,,
ASHFAQ MOBILE,Muzaffargarh,JHANG MOR CHOWK,,
Irfan Mobile,Abdul Hakeem,"Adda Pull 14,Jhang Road,Abdul Hakeem",,
SUBHAN ALLAH MOBILE,Muzaffargarh,JHANG MOR CHOWK,,
HASSAN AYOUB MOBILE,Muzaffargarh,JHANG MOR CHOWK,,
JHANGEER KHAN MOBILES,Jhang,MAIN BAZAR,,
Saqib General Store,Jhang,Rana Colony Gojra Road Jhang,,
S.M Mobile,Jhang,W Block Satelite Town Jhang,,
Shakeel Mobile Shop,Dera Ghazi Khan,Kanghan Road Dera Ghazi Khan,,
Fahad PCO,Kot Addu,"Railway Road Tehsil Kot Addu Dist. Muzaffar Garh, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
WASEEM PCO DASTI CHOWK,Muzaffargarah,"ward#10 House#158/F-10 Mohallah Bhukari Wala Muzafargarh, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
HUSNAIN MOBILE CENTER,Muzaffargarah,"tarf sakha PO jaghat pur tehseel muzafargarh, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
SUNNY MOBILE SHOP,Chowk Azam,"FATEH PUR ROAD CHOWK AZAM, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
NEW AL HUNAIN MOBILE SHOP,Chowk Azam,"LAYYAH ROAD CHOWK AZAM, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Al-Kher Mobile Shop,Dera Ghazi Khan,Fareedi Bazar Dera Ghazi Khan,,
TILLO MOBILE,Dera Ghazi Khan,"HOUSE NO 37, BLOCK 51, DERA GHAZI KHAN, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
GEO MOBILE,Dera Ghazi Khan,SHAH SADAR DEEN; DERA GHAZI KHAN,,
Basra Mobile Shop,Kot Addu,"New Adda Daira Deen Panah Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
SOBI PCO,Karor,"COMITEE CHOWK KAROR LAAL ESAN, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Hamid Karyana Store,Dera Ghazi Khan,Block H Dera Ghazi Khan,,
MOBILE WORLD,Karor Laal Esan,"LAYYAH ROAD KAROR, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
M.S MOBILE SHOP,Shah Pur,"KAROR ROAD KAZMI CHOWK, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
ZEESHAN MOBILE SHOP,Kot Sultan,"G.T ROAD KOT SULTAN, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
ALI MOBILE SHOP,Ladhana,"CHAK NO 162/TDA LAYYAH, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
MAJID MOBILES,Fateh Pur,"TOWER BAZAR FATEH PUR, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
GOHAR MOBILE SHOP,Chowk Azam,"M.M ROAD CHOWK AZAM, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Pairis Mobile Shop,Kot Addu,"Dara Chowk Sinanwan, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Qureshi Keryana Store,Kot Addu,"Thatha Gurmani Sinanwan Tehsil Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Bhutta Keryana Store,Kot Addu,"Ward#14/C Muhallah Kakay Wala Tehsil Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Huzaifa Mobile Shop,Kot Addu,"Basti Peer Mitha Sinanwan Tehsil Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Anjum mobile center,Jampur,"Choti road jampur, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
CHACHA BHATIJA MOBILES,Karor,"MAIN BAZAR KAROR LAAL ESAN, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
AL SAMAD MOBILE SHOP,Layyah,"CHAH QASAI WALA PAHAR PUR, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
SAFDAR ALI MOBILE,Ladhana,"CHAK NO 162/TDA, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
NEW ELFA MOBILES,Layyah,"CHOUBARA ROAD LAYYAH, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
LOUND MOBILE,Dera Ghazi Khan,"SHADAN LUND, DERA GHAZI KHAN, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Lahore Mobile,Fazilpur,"House no 1 Mohallah Mahagereen Failpur Distt Rajanpur, Rajan Pur, N/A Rajanpur, Dera Ghazi Khan",,
Zain Mobile Shop,Kot Addu,"Noor Shah Road Kot Addu Dist. Muzaffar Garh, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Mateen Mobile Shop,Kot Addu,"Main Road peer Jagi, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
PUNJAB SARHAD TAK SHOP,Qazi Abad,"M.M ROAD QAZI ABAD, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
AL FAKHAR PCO,Dhori Adda,"M.M ROAD DHORI ADDA LAYYAH, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
EHSAN MOBILE SHOP,Chowk Azam,"FAISAL ABAD ROAD CHOWK AZAM, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Cheema Mobile Shop*,Lala Zaar,"Layyah Road Lala Zaar, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Asher General Store,Dera Ghazi Khan,Behari Colony Dera Ghazi Khan,,
Haqnawaz kryana store,Layyah,"Chak No 135/TDA Layyah, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
NAZAR KARYANA STORE,Layyah,"BASTI KUKKAR KACHA, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
HAMZA KARYANA STORE,Nawan Kot,"MAIN BAZAR NAWAN KOT, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Atta Panjtan Mobile Shop,Kot Addu,"Multan Road Chowk Server Shaheed, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
MODERAN MOBILES,Layyah,"FAWARA CHOWK LARI ADDA LAYYAH, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
AL SAEED SUPER STORE,Layyah,"CHOUBARA ROAD LAYYAH, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Irfan Super Store,Dera Ghazi Khan,Block D Dera Ghazi Khan,,
IRSHAD KARYANA STORE,Karor,"CHAK NO 106/ML, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
UMAR MOBILE SHOP,Karor,"CHAK NO 98/ML, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Bahadur Mobile Shop,Kot Addu,"Peer Jagi, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Mehr Keryana,Kot Addu,"Muhallah Dhole Wala Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Hafiz Mobile shop,Kot Addu,"Basti Sumandri Daira Deen Panah Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
RAISING BOOK CENTER,Layyah,"ADDA CHATTA MEEL, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
TANZEEL MOBILE,Dera Ghazi Khan,"SHADAR LOUND, DERA GHAZI KHAN, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
MADINA GUJRAT COMM,Karachi,PLOT NO 332 STREET 5 AKHTAR COLONY,,
Awais Mobile,Jalalpur Jattan,village sook Kalaln Jalalpur road Gujrat,,
Adeel Mobile,Gujrat,"NA, Mohallah Kalu Pura Gujrat., Gujrat, NA Gujrat, Gujrat",,
Happy Mobile,Gujrat,Railway lain Road Moh Chah Kholy Gujrat,,
Usama Mobile,Gujrat,"Mangowal Gharbi, P/O Khas, Tehsil/District Gujrat",,
Mr.Stationary,Gujrat,"NA, Mohallah Fatu Pura Near Taringan Graveyard, Gujrat, NA Gujrat, Gujrat",,
Secret Mobile,Gujrat,"P/O Khas, Kunjah,District Gujrat",,
Pakistan Books,Gujrat,Timbal Chowk Gujrat,,
ali mobile,Gujrat,gorali gujrat,,
Zaib Mobile,Gujrat,"1, Mohallah Kalu Pura Gujrat., Gujrat, N/A Gujrat, Gujrat",,
Azam Electric Store,Tanda,Badila sharif The. & distt. Gujrat.,,
Umer Mobile,Tanda,Tanda Road Jalal Pur jattan Gujrat.,,
Butt Mobile,Gujrat,"Mohalla Union Council,Mangowal Gharbi,P/O Khas Gujrat",,
Jamal Mobile,Gujrat,"Service Morr, Gujrat",,
Rehmani Mobile,Gujrat,Near Nawaz Shreef Park GT Road Gujrat,,
Atiq Karyana,Gujrat,"Main Bazar Shadiwal, Gujrat",,
Nizami Mobile,Gujrat,Railwey Road Gujrat,,
Hadi Mobile,Gujrat,"Haryawala Chowk, Gujrat",,
Shahid mobile shop,Gujrat,G.T.ROAD qasba Gujrat,,
Irfan Mobile,Jalalpur Jattan,Meer Abdul Ghani Chowk Jalalpur Jattan Gujrat,,
Zain Ali PCO,Gujrat,"1, Phulrawan Air Port Road Gujrat., Gujrat, N/A Gujrat, Gujrat",,
Malik Mobile,Gujrat,Rehman Shaheed Road Near Dhakar Plaza Gujrat.,,
Amir Easy Load Easy Paisa & Mobile Accessories,Gujrat,Sultan Pura Gujrat,,
Jinnah Mobile,Gujrat,Jail chowk Near GPO Gujrat.,,
New Malik Mobile,Gujrat,Bismillah Chowk Badshahi Road Gujrat.,,
Mosa Mobile,Gujrat,"Near G.T.S Chowk,Sargodha Road,Gujrat",,
SOHAIL MOBILE,Gujrat,KUTCHERY ROAD GUJRAT,,
Mashallah Eazy Shop,Gujrat,Mohallah Bawa Bagh Sabzi Mandi Road Gujrat.,,
ZUBAIR COLD CORNER,Gujrat,SHAHJAHANGIR ROAD GUJRAT,,
Dar Mobile,Gujrat,"1, Gulzar e Madina Chowk Gujrat., Gujrat, N/A Gujrat, Gujrat",,
Ahmed Computer,Gujrat,Mohallah Kalu Pura Gujrat.,,
Zain Mobile,Gujrat,"1, Dhakki chowk Gujrat., Gujrat, N/A Gujrat, Gujrat",,
Al Madni Mobile,Gujrat,"Near Railway Station, Gujrat",,
City Mobile,Gujrat,"1, Mohallah Muslim Abad Gujrat., Gujrat, N/A Gujrat, Gujrat",,
Madina Mobile,Gujrat,"na, Jail chowk Near GPO Gujrat., Gujrat, NA Gujrat, Gujrat",,
Al-Noor PCO,Gujrat,"NA, Mohallah Gadhi Abad Gujrat., Gujrat, NA Gujrat, Gujrat",,
W COMPUTER,Gujrat,KHAN BAHADAR PLAZA GUJRAT,,
Amir PCO,Gujrat,"NA, Area Gate Gujrat., Gujrat, NA Gujrat, Gujrat",,
MUHAMMAD ALI MOBILE,Gujrat,Village chak sadah gujrat,,
Abdul Rehman Mobile,Gujrat,"1, Usman Plaza Rehman shaheed Road Gujrat., Gujrat, N/A Gujrat, Gujrat",,
Ali Mob Shop,Gujrat,Qasim Pura Railwey Road Gujrat,,
Zaid Oil Agency,Gujrat,Area Gate Near Shama Guds Gujrat.,,
ZAIB MOBILE 2,Gujrat,RAMTALAI ROAD GUJRAT,,
UMER MOBILE,Gujrat,BANTH ROAD GUJRAT,,
Nadeem Mobile,Gujrat,"Main Bazar Shadiwal,Gujrat",,
YOUNAS MOBILE,Rahim Yar Khan,111 CHAK ROAD NEAR IQBAL NAGERÂ RAHIMYAR KHAN,,
YAQOOB PCO,Rahim Yar Khan,Trest Colony rahimyar khan,,
Asad Mobile,Pattoki,Adda Kasur Pattoki,,
Nazim Electric Store,Kasur,Village Rasool Nagar Tehsil & Distt Kasur,,
Abbas Pan Shop,Kasur,Kot Paka Qilla Kasur,,
Imran Mobile,Kasur,Old Lari Adda Kasur,,
IRFAN MOBILE CENTER,Kasur,VEGAL VILLAGE KASUR,,
Aftab Mobile,Kasur,Village Khara Kasur,,
Umer Gift Centre,Kasur,Qadi Wind Road Kasur,,
Yousaf Sabzi Wala,Kasur,Bhasar Pora Kasur,,
Kasuri Mobile,Pattoki,#N/A,,
Bhatti G/s,Kasur,Glia Wala Tehsil Chunia Disst Kasure,,
